"";"X.cronica";"X.ensayo";"X.prensa";"X.redes"
"mataría";-6,7789;-13,9927;-8,1152;40,5631
"multinacional";-0,3589;1,2987;0,8189;-2,2803
"merv59";-0,7849;-1,8113;-0,9396;4,9559
"nutrir";2,2007;0,557;-0,5523;-1,9602
"09";-1,4271;-2,2838;8,606;-1,3892
"inquisidor";-1,0703;7,5138;-1,2813;-2,8503
"revés";-0,5784;6,5241;-0,6162;-4,6473
"pausa";0,4367;-4,2636;-0,7672;4,1839
"vacilar";-0,999;7,0129;-1,1959;-2,6603
"familiar";24,9571;-0,9641;-1,1525;-10,6968
"sorprender";-0,4808;-0,4116;-0,2801;0,6777
"h";-8,9198;-1,2157;-0,4644;7,2685
"área";8,8743;-6,4853;6,2406;-7,2482
"azar";-0,3347;2,5075;0,5515;-3,5826
"confirmar";0,4331;-0,6703;6,8667;-4,7265
"explosivo";-0,9471;7,2637;-0,6284;-4,4828
"exactitud";0,7358;0,749;-0,3526;-1,088
"talibanes";-1,4984;0,7264;3,4539;-2,8926
"etc";-16,5296;66,2569;-17,3125;-13,229
"ramo";0,9909;-1,2224;1,6751;-1,0162
"rama";0,5253;5,5818;-3,042;-2,9316
"tranquilizar";0,4457;0,93;-0,2746;-1,1028
"especialidad";-0,9894;1,747;2,253;-4,5606
"escatológicas";-0,999;7,0129;-1,1959;-2,6603
"repetición";-0,6958;4,4033;-0,5781;-2,3487
"silvia";9,6949;-2,2838;-0,5523;-2,7221
"tatuaje";3,8426;-1,6467;-0,3526;-0,5982
"miembro";0,28;10,5482;0,5652;-15,2175
"homosexual";-0,4063;1,0977;-1,1105;0,2899
"escéptico";-1,5698;11,0204;-1,8792;-4,1805
"puerta";9,4916;1,6428;-3,8409;-5,2021
"damnificar";-2,4974;-5,7634;26,1895;-6,6509
"lejano";0,3517;5,5818;-0,296;-7,6843
"entretenimiento";-4,6381;-6,1552;-0,5955;12,6215
"elites";-1,213;5,6846;-1,4521;-1,5202
"accesible";-1,1417;3,3464;0,2488;-2,0499
"autocuidado";10,293;-2,7993;-1,4521;-1,5202
"serlo";-0,7877;3,1608;-0,6709;-1,172
"conciliación";1,145;-1,028;2,1825;-2,0902
"castellano";0,2472;0,2331;1,4034;-1,2617
"sada";-0,6071;-2,7993;-0,406;3,9968
"asraf";-2,212;-5,1047;-2,648;13,9669
"bodino";-1,9979;14,026;-2,3918;-5,3207
"reñir";3,5682;-0,7121;0,8805;-3,8005
"centralización";-0,7135;3,6534;-0,3526;-1,9002
"confirmación";-0,2686;3,6534;-0,8542;-1,9002
"estupidez";-0,3347;-1,1755;-2,1355;3,6644
"aguirre";2,4977;-3,6227;3,2292;-2,2631
"nacional";-1,639;-31,0444;272,4509;-126,1324
"incomprensible";-0,5554;6,462;-1,3667;-3,0404
"vosotros";-12,6307;-5,4778;-12,2308;37,062
"sentar|sentir";-1,1465;-27,1037;-26,447;74,159
"solidez";-0,313;1,543;0,5063;-2,0902
"contrastar";2,2282;0,6697;-0,3604;-3,0404
"swifties";-0,7135;-1,6467;-0,8542;4,5054
"elevación";-0,7849;5,5101;-0,9396;-2,0902
"preferente";-0,7849;-1,028;-0,9396;3,6328
"comparecencia";-0,4063;-2,1407;2,4422;0,2899
"presa|preso";-0,9614;-3,0153;4,352;0,4365
"obtener";0,7055;3,8686;5,5448;-21,0464
"maravilla";-1,8552;4,0502;-0,5333;-1,2264
"muerto";7,281;-2,3977;-9,989;2,9296
"muerte";3,8425;85,9858;-10,1892;-87,8936
"alegar";9,7646;-0,9912;-1,4695;-3,0458
"circunstancia";-3,2204;26,7713;-0,2615;-24,8006
"disfrutar";-1,6575;-1,709;0,2956;3,4124
"cirugía";0,2697;-0,8199;4,6927;-2,7289
"prontuario";-1,2844;-2,964;-1,5376;8,1097
"pronunciado";0,2164;1,0977;0,3793;-1,5599
"rivadavia";-2,3547;-5,4341;-2,8189;14,868
"pugnar";0,5696;0,497;0,4377;-1,4002
"polonia";0,3938;4,8491;-0,2397;-7,601
"consideración";-3,1396;14,2983;-0,7493;-8,3611
"misión";0,28;4,7157;-0,4002;-4,8817
"suicidar";-0,4084;4,3541;0,5114;-5,4674
"jinete";-0,2686;2,6392;-0,3526;-1,9002
"divertir";-0,4015;-1,536;0,7347;1,005
"retirar";0,4257;1,042;2,8501;-5,5923
"conversos";-3,211;22,5421;-3,8439;-8,5512
"afirmar";-4,3661;12,2207;8,7692;-25,4387
"solidaridad";1,246;5,2387;-0,4677;-8,2182
"mencionar";-0,491;1,3321;5,6987;-8,0479
"291";-0,7135;-1,6467;-0,3526;3,2216
"patronal";-0,7135;0,749;0,5874;-0,5982
"patronas";11,474;-2,3053;-1,1959;-2,6603
"desigualdad";-0,9485;26,0636;-1,5808;-20,8807
"oscuridad";-0,6845;1,4956;-0,7503;-0,3924
"interno";-0,6739;6,0302;7,9719;-25,4552
"espuma";0,2499;0,497;0,4377;-0,8414
"bitácora";1,7808;-1,8113;2,1825;-2,0902
"cedemocratico";-17,341;-40,0191;-20,7593;109,5008
"japón";-0,2746;0,5489;1,3983;-1,7876
"anular";-1,0463;0,8809;1,6192;-1,5374
"ahorro";-0,6509;4,7783;-0,8784;-2,2057
"exceder";-0,7135;1,2234;1,0645;-1,9002
"cisma";-1,3557;7,8921;-0,9129;-3,6104
"haha";-1,2844;-2,964;-1,5376;8,1097
"explotar";0,9972;2,0418;-0,4094;-3,2123
"vendedor";1,6774;0,9933;0,3647;-4,5606
"indio";-10,2753;85,558;-9,3393;-40,3947
"novio";18,5073;-19,6403;-4,9229;2,6174
"matamoros";5,256;-3,2933;1,7723;-3,8005
"bello";-0,2751;-0,9608;-0,6901;1,7425
"orden";0,3742;21,3847;-4,8985;-11,8882
"fichar";-1,9434;-5,298;-3,4168;14,5965
"caricia";0,2894;-1,028;-0,9396;1,8762
"teatro";-0,8877;3,16;2,183;-6,5132
"pascal";-4,0673;0,4839;11,6143;-7,103
"aislamiento";-2,4478;1,7026;5,9516;-6,6983
"reflexionar";-0,237;2,0169;-0,2734;-1,9273
"mashirafael";-0,9276;-2,1407;-1,1105;5,857
"qi5bgdklwn";-0,9276;-2,1407;-1,1105;5,857
"refinería";-3,211;-5,0442;25,8387;-6,0406
"cuerno";0,3122;1,7347;-1,4521;-0,6508
"gregorio";-1,3557;5,4867;-0,2582;-3,6104
"doler";1,1939;-2,47;-1,2813;1,8635
"contradictorio";-2,1029;17,5958;-1,5952;-10,2615
"passthor";-1,0703;-2,47;-1,2813;6,7581
"carlos";1,6491;-4,1332;14,7703;-7,1957
"terrores";-1,9266;10,2918;-0,9361;-5,1307
"retórica";-0,2746;5,2586;-1,9647;-2,417
"dispersar";-0,313;2,2162;0,2144;-2,0902
"responsable";4,3648;2,2516;2,1837;-17,942
"acuñar";-1,4564;-1,4613;13,9888;-6,0808
"compromiso";-3,5713;-18,955;1,2721;17,7919
"uribismo";-1,1417;-2,6347;-1,3667;7,2086
"comprender";0,3291;30,8995;-7,6313;-19,0095
"ecatepec";33,949;-14,4913;1,2368;-15,0298
"mierda";-7,5288;-21,4;-12,0449;57,085
"bandera";-4,7636;-26,7161;-1,8054;39,6332
"votación";-0,924;-5,8764;0,6841;4,7247
"ocurrir";13,0585;0,7802;4,9734;-30,832
"genuino";-0,713;0,6478;-0,2582;0,2717
"itextosoff";-0,9276;-2,1407;-1,1105;5,857
"álvarez";-0,9912;-5,6072;23,7173;-7,9811
"acusar";12,959;2,5239;0,7356;-27,0718
"800";0,2798;-4,0322;15,4171;-7,221
"bebé";4,1714;-6,9563;0,2911;0,9251
"inversamente";-0,7135;5,0092;-0,8542;-1,9002
"emprender";1,1513;3,2738;-0,3226;-5,8732
"barco";-0,9306;3,514;-0,3179;-1,9258
"aldo";-0,9276;-2,1407;-0,2348;3,4043
"permanentemente";-0,3665;4,7783;-1,398;-2,2057
"autodefensa";1,918;2,1552;-1,1172;-4,1805
"temerle";-0,7135;-1,6467;-0,8542;4,5054
"torturar";16,848;-0,656;-2,9256;-6,1472
"paganos";-1,1417;8,0148;-1,3667;-3,0404
"permitas";-0,999;-1,4329;-1,1959;4,8842
"bien";-4,9602;5,8004;-20,8647;7,7532
"viernes";3,2957;-9,9505;9,2014;-2,4194
"metafísica";-4,21;29,5555;-5,0399;-11,2116
"borges";-2,0693;9,9329;-1,0542;-4,2823
"misoginia";0,8223;1,3743;-0,5892;-1,7216
"ayuso";-8,4916;-19,5965;-8,7362;51,2804
"irritar";-0,5554;2,606;-0,3604;-1,3782
"entenderse";-0,7849;4,1146;-0,9396;-1,2428
"civilizar";-0,4549;3,3924;-0,5892;-1,7216
"estrago";-1,1615;3,1142;1,0266;-3,9314
"plantar";3,0922;0,7805;-1,398;-2,2057
"satánico";-0,313;4,1146;-0,9396;-2,0902
"foucault";-1,2844;9,0166;-1,5376;-3,4204
"whatsapp";2,9456;-1,7116;0,2488;-0,5578
"parcialmente";-0,6958;5,9794;-0,3394;-5,1307
"comisionar";0,9158;-1,296;2,4422;-1,5599
"homicidio";31,6482;-12,6942;2,7749;-19,5733
"encariñarme";-0,8562;-1,976;-1,025;5,4065
"chaqueños";-5,5658;-12,8445;-6,6629;35,1438
"testigo";4,5117;2,8322;-1,2073;-8,0651
"seguimiento";5,6327;-5,1047;3,386;-4,6351
"celda";2,8705;-0,428;0,3793;-2,4703
"figurar";-1,0463;7,0389;-0,8215;-3,5826
"entierro";3,1454;0,2558;-0,4677;-2,2803
"estúpido";-0,999;-0,8772;-0,5892;2,9044
"arzobispo";-1,1615;6,8919;-0,3394;-5,1307
"duplicar";-0,4549;3,3924;-0,2746;-2,6603
"mayo";7,1054;-14,75;19,1434;-8,3375
"sembrar";2,727;-0,6249;0,5925;-1,8428
"cura";-1,967;14,1537;-2,6665;-4,9736
"tumbar";1,314;-0,8772;-0,5892;0,4286
"gerardomorales";-0,7135;-1,6467;-0,8542;4,5054
"salir";26,1066;-68,3213;-9,02;28,1722
"seminario";1,6082;0,4063;0,4994;-3,0404
"machista";4,9653;-1,3426;-0,4533;-1,1373
"fenómeno";-1,9724;13,6392;1,0392;-15,9436
"mostrador";5,0288;-0,4655;-0,8542;-1,9002
"propagación";-0,7849;2,2162;0,5063;-2,0902
"transnacional";-0,7135;2,6392;0,2549;-1,9002
"mercado";-7,1645;85,7254;-7,2161;-43,801
"robar";1,565;-8,091;-1,5388;6,5758
"____________";-2,7115;-6,2574;-3,246;17,1208
"dsantacruzok";-0,7849;-1,8113;-0,9396;4,9559
"inquietante";-1,5766;4,7765;-1,9805;-0,7417
"señal";-0,6649;1,3908;-1,5467;0,4462
"archivo";-0,3127;-2,4544;16,6833;-8,0546
"escala";-1,381;27,9242;-1,6168;-24,1344
"dulce";3,7705;-1,8847;0,8573;-1,4888
"organización de la salud";-1,2844;-2,964;8,5505;-1,1373
"asís";-0,7849;2,2162;0,2144;-1,2428
"terror";-18,3408;-4,4362;45,0228;-3,2521
"alojar";0,3361;1,2234;0,2549;-1,9002
"funcionar";0,4728;-3,2907;0,4242;2,0524
"decenio";-0,8562;4,5792;-1,025;-1,4002
"bravo";4,5165;-6,5868;1,7347;-0,9572
"htt";-0,7135;-1,6467;-0,8542;4,5054
"izquierdista";-0,7849;-0,5618;1,4904;0,2317
"devoción";-0,3589;1,8795;-0,1972;-1,4002
"adolescencia";0,3122;-2,7993;0,7614;0,973
"erradicar";1,793;0,3507;0,6647;-3,2362
"trinidad";0,9158;1,6039;-0,5277;-2,4703
"grandeza";-1,7839;1,5735;1,6192;-2,0644
"tierno";-0,313;0,3224;0,2144;0,2317
"sevillismo";-2,1406;-4,94;-2,5626;13,5163
"zurdo";-0,999;-2,3053;-1,1959;6,3075
"colectivo";7,2598;29,1303;-4,6862;-48,1104
"angela";-0,7135;-1,6467;7,4825;-1,9002
"cráneo";14,9364;-2,7724;-1,0542;-4,2823
"https";-306,5881;-Inf;-Inf;Inf
"diálogo";1,165;-4,8688;6,0972;-1,2529
"decretar";-1,0703;1,1806;0,9447;-1,2389
"politización";-0,8562;6,011;-1,025;-2,2803
"club";-3,7818;-6,2246;0,4649;8,4858
"betocoralg";-0,7849;-1,8113;-0,9396;4,9559
"indicio";5,2753;2,9532;-1,4006;-11,0216
"foco";1,3779;-0,295;2,3417;-5,1307
"negro";13,0686;2,7224;-1,7108;-14,634
"evacuar";-0,8218;0,2908;5,0459;-3,9905
"patriarcal";12,9086;-1,7671;-0,9729;-4,3509
"escalar";0,909;-0,6602;1,8706;-1,7876
"michel";-0,2561;-0,6864;4,9774;-3,0404
"oscilar";-0,4063;2,9915;-0,2348;-2,4703
"sindical";-0,4549;1,925;-0,5892;-0,6767
"extremista";-1,2844;-0,5489;-0,4533;2,1603
"marzo";18,509;-7,4313;4,7667;-14,5916
"gore";-0,7135;-0,8977;-0,3526;2,2785
"actuación";-4,5905;19,5742;-1,8013;-7,5961
"recibir";21,0257;-9,8929;21,4166;-29,1351
"kant";-1,5698;9,3326;-1,1172;-4,1805
"virtuoso";-0,9276;5,0466;-0,5277;-2,4703
"marino";7,7935;0,8267;-0,9219;-9,1213
"fragilidad";-0,5637;2,7563;0,6055;-3,4091
"riesgo";-20,449;159,6833;-3,1953;-96,8437
"desgarrar";0,4457;1,3743;-0,2746;-1,7216
"justicia";56,4446;-5,7718;0,4768;-26,4225
"ajustar";0,6016;1,7347;-0,1944;-3,2304
"comandante";8,2259;-1,361;0,2917;-4,0394
"pulsiones";-0,7135;5,0092;-0,8542;-1,9002
"usercris11111";-0,9276;-2,1407;-1,1105;5,857
"aventurero";-0,7849;-0,2807;-0,9396;1,8762
"volar";-0,4985;-2,5314;-2,4276;6,5418
"católico";-2,3077;21,9297;0,5328;-23,1216
"online";-0,7135;-1,6467;1,6857;0,5881
"encargo";0,4019;0,7264;1,6363;-3,9905
"distraer";-0,3041;2,7563;-0,4476;-1,925
"sentirlo";0,3361;-0,2163;-0,3526;0,3027
"sierra";3,3375;-1,4498;3,1322;-5,5237
"confiar";0,9494;-1,5253;0,3749;0,5597
"samuel";-0,5403;-1,8088;12,1093;-5,8908
"intercambiar";-0,2193;4,4686;-0,6039;-3,9905
"hostia";-1,9979;7,3093;-2,3918;-1,4498
"azote";-0,6597;6,1359;-0,8462;-3,4204
"hostil";-0,4015;11,8334;-3,5022;-6,4199
"varón";1,3514;1,6686;-1,3605;-1,7835
"positiv";-1,1417;-2,6347;-1,3667;7,2086
"relajar";1,1354;0,9275;0,3447;-2,7869
"véanse";-0,7849;5,5101;-0,9396;-2,0902
"contar";21,3442;-5,1334;1,4563;-7,9184
"3";-1,8159;-29,768;25,9374;2,2477
"estar";31,298;-91,0151;-24,4073;69,8031
"feudo";-0,7135;-0,2163;-0,8542;1,5539
"manifestar";0,6769;2,9812;3,9305;-14,1674
"susceptible";-1,7125;7,6797;-0,4476;-4,5606
"borgoña";-0,8562;6,011;-1,025;-2,2803
"distancia";1,8507;7,2949;0,3893;-16,6269
"ficogutierrez";-0,999;-2,3053;-1,1959;6,3075
"dominante";-2,3809;13,3562;-2,2203;-4,6473
"percepción";-3,3964;14,5595;0,5205;-12,4359
"demonología";-0,999;7,0129;-1,1959;-2,6603
"restringir";-1,6412;4,4298;-0,2172;-2,417
"crecer";1,8284;2,9655;2,2369;-12,8044
"activar";1,0745;-2,3823;2,1479;-0,6617
"habitante";1,0168;9,0827;4,0013;-35,4164
"velocidad";-0,7005;5,2008;-1,0148;-2,3185
"acento";0,4457;0,3309;-0,2746;-0,3881
"lucidez";-0,7849;3,0574;-0,4093;-1,2428
"eta";-2,0693;-4,7754;-1,6136;11,3347
"aniabello_r";-1,3557;-3,1287;-1,623;8,5603
"millón";-2,4525;-19,4372;140,5155;-52,5806
"heno";-0,8562;6,011;-1,025;-2,2803
"chiconautla";19,6699;-3,952;-2,0501;-4,5606
"vidrio";7,9515;-1,5901;0,3789;-4,2823
"ca";-1,213;-2,7993;4,6021;-0,219
"alfaro";-0,8562;-1,976;-0,4677;4,0473
"erar|ser";27,6912;16,2798;-14,5893;-37,9159
"guillermo";3,1626;-5,451;0,8107;0,3435
"cálculo";0,2957;11,3599;-1,0054;-11,6661
"piraña";34,4232;-6,9161;-3,5877;-7,9811
"estructural";0,8267;2,5352;0,9741;-8,7412
"estructurar";-0,1927;1,925;-0,5892;-1,1028
"huevo";-1,2677;-2,6869;-1,3501;6,9977
"poderoso";-2,7002;8,8847;-0,5111;-3,7648
"morir";-2,8531;-0,6225;-4,5035;8,768
"yout";-5,0663;-11,6917;-6,065;31,9897
"transformar";-0,8908;39,3556;-4,681;-28,4542
"sucesivo";-0,775;16,0044;-3,8439;-8,5512
"premio";0,4751;-1,0953;5,6116;-3,1838
"cabina";-0,6947;-4,5295;-0,2497;4,8006
"posterior";-0,2657;6,5903;-0,3965;-6,8768
"jonás";-2,0693;-3,6179;19,5712;-5,5107
"pluralidad";-0,4;5,4653;-0,226;-6,4608
"certidumbre";-0,4801;1,6733;0,7298;-2,2631
"luualcrz";-35,2573;-81,3669;-42,2074;222,6511
"organización";43,5356;-0,3158;1,8372;-60,5791
"conflictivo";0,3511;1,9773;0,2488;-3,0404
"represalia";-0,6958;-1,3786;2,3417;0,2984
"diciembre";9,3083;-4,5714;5,7483;-10,2974
"yop";-1,0703;-2,47;-1,2813;6,7581
"calificación";1,754;-1,5715;0,9447;-0,7854
"oración";-2,0828;0,3953;-7,0635;6,0404
"encabezar";2,0911;-12,0245;27,1652;-14,1839
"consorcio";4,654;-0,6287;0,3485;-3,6104
"messi";-3,9246;-9,0569;-2,7785;21,0787
"correr";8,8462;0,4677;-1,0451;-5,1648
"correo";1,5211;-3,1125;2,7423;-0,8526
"ciudad";22,0383;0,9196;56,3013;-157,1969
"exorcizar";0,2499;3,4827;-1,025;-2,2803
"correa";-1,2198;-3,4674;-1,5413;8,2905
"compasión";-0,2463;2,7098;-1,1172;-1,1799
"desenfrenar";-1,2844;1,5246;-1,5376;0,545
"bombardeo";-0,999;-0,2731;2,9557;-1,1028
"mensual";3,7597;-0,7682;0,3793;-2,4703
"cabecera";3,4964;-1,853;1,6751;-3,2304
"mundial";-4,7146;6,0679;16,4138;-25,1987
"acero";0,5034;0,4056;-0,2348;-0,573
"marianawismann";-14,1294;-32,6073;-16,9146;89,2197
"benjamin";-0,7849;1,543;0,9319;-2,0902
"casual";-0,6069;1,5735;0,3283;-1,119
"comerciante";3,2035;1,1849;-0,2623;-6,4199
"cuquirobollo22";-0,7135;-1,6467;-0,8542;4,5054
"pobreza";0,3494;5,7615;1,0385;-10,4435
"crueldad";0,2697;3,7037;-0,8215;-2,7289
"congelar";-5,6049;-15,7821;-9,1094;43,5325
"patriotismo";-1,5698;2,7098;-1,8792;0,2646
"cardona";-0,313;-1,028;5,1459;-2,0902
"huir";4,4467;6,614;-0,7992;-16,2772
"solicitud";0,3498;-4,8645;7,6244;-1,0799
"teatral";-0,2686;1,8452;0,2549;-1,9002
"fiar";-0,7135;2,6392;-0,8542;-0,5982
"malú";10,6544;-2,1407;-1,1105;-2,4703
"opinión";-7,0837;15,1077;2,0106;-11,4876
"analista";-1,2198;0,6104;2,7337;-1,9174
"margen";-2,9957;19,3812;-0,3859;-15,771
"maíz";1,754;-2,47;2,6985;-1,885
"sinagoga";-0,7135;5,0092;-0,8542;-1,9002
"monyrodriguezof";-1,1417;-2,6347;-1,3667;7,2086
"baldomero";9,0152;-1,8113;-0,9396;-2,0902
"eterno";-2,219;17,3159;-4,929;-4,6562
"motines";-1,4271;10,0185;-1,7084;-3,8005
"ultraderecha";-1,213;-1,853;-0,406;3,9968
"convencer";-0,6066;2,3841;0,3013;-1,7572
"meza";-12,6532;-38,7014;-18,359;96,7551
"ego";-0,5046;-0,9895;-0,3165;1,8635
"veinticuatro";-0,999;2,5925;0,6373;-2,6603
"irracionalidad";-1,1417;8,0148;-1,3667;-3,0404
"suicidio";0,4595;0,3835;1,4007;-1,9997
"lateral";-0,767;1,5992;0,5546;-1,3892
"extenso";-0,9035;0,294;-0,3849;0,8652
"defecto";-2,7115;6,1715;-0,7778;-1,7462
"enumerar";0,3292;3,6905;-0,4067;-4,3705
"campamento";0,4463;-0,252;3,079;-3,7567
"resucitar";-1,4271;1,1806;-0,9803;0,6006
"rendimiento";-2,255;9,6169;-0,2309;-7,1412
"sosabuelos1";-5,7085;-13,1738;-6,8338;36,045
"montaje";0,8223;-0,8772;1,0547;-0,6767
"terrible";-2,7135;4,8904;-2,2878;-0,3431
"suficiente";-0,3537;2,3744;0,8409;-3,4925
"imponerlo";-0,9276;-1,296;-1,1105;4,4646
"tibios";-0,7849;-0,2807;-0,4093;1,2713
"propiedad";0,5326;5,4446;-0,2821;-7,4002
"promedio";-0,3436;-2,0555;12,6808;-5,7392
"misa";0,3286;1,4642;0,6029;-2,5703
"cerveza";9,5407;-4,1167;-0,2754;-2,0644
"______";-64,6039;-144,1541;-77,3392;Inf
"legisladoras";6,6487;-2,3053;0,3292;-2,6603
"reconocer";15,0533;-2,9321;8,5063;-19,5744
"hídrico";-1,0703;-2,47;11,2238;-2,8503
"cabello";11,9533;-3,3722;-1,2018;-1,5777
"autorizar";-0,744;1,714;4,4516;-8,4109
"enserio";-0,7849;-1,8113;-0,9396;4,9559
"lib";-1,1417;-1,7116;-1,3667;5,7293
"lic";-1,1417;-2,6347;11,9721;-3,0404
"lit";-0,7849;-1,8113;-0,9396;4,9559
"desprestigio";0,9158;-1,296;-0,5277;0,8637
"cornejo";-0,999;-2,3053;-1,1959;6,3075
"misterio";-2,5061;3,6599;-3,2076;0,5173
"irracional";-2,0462;0,5294;-0,6072;1,2824
"tenes";-8,2061;-18,9377;-9,8237;51,8161
"tener";-98,7461;-Inf;-159,7219;Inf
"multilateral";-0,7135;-0,2163;3,3791;-1,9002
"género";36,4093;-0,9335;0,7692;-34,6657
"eclesiástico";-4,9236;28,8279;-5,8941;-9,1383
"hotmail";-0,999;-2,3053;10,4755;-2,6603
"autopsia";1,6037;-1,1609;-1,025;0,6528
"cuervo";-0,7135;2,6392;-0,8542;-0,5982
"interminable";1,1544;1,5992;-0,5523;-2,7221
"desconcierto";-0,7849;4,1146;-0,4093;-2,0902
"televisión";5,3481;0,6633;-1,3761;-3,2188
"r0t7sszmrc";-7,8493;-18,1143;-9,3966;49,563
"probable";-2,889;5,2332;2,1634;-6,2281
"apreciación";-0,6071;4,6339;-0,7805;-2,2162
"pilicassas";-0,9276;-2,1407;-1,1105;5,857
"ofender";-0,5637;0,2994;-1,2565;1,3315
"malo|pésimo";-0,7135;-1,6467;2,454;0,3027
"parecer";-1,1683;36,8242;-8,5873;-13,3444
"cortesía";-2,1406;-3,7688;16,8407;-3,5289
"bota";12,4977;-3,9202;-2,648;-1,0344
"bote";2,3613;-0,6287;0,3485;-1,2617
"trono";-0,9276;6,512;-1,1105;-2,4703
"header";-0,7849;-1,8113;-0,9396;4,9559
"cotidiano";0,3939;29,5662;-1,6054;-36,8682
"briseño";-0,4063;-2,1407;7,9433;-2,4703
"frontera";-0,55;12,3035;6,1225;-39,2869
"condado";-1,3557;6,5898;-0,5021;-3,6104
"emisión";-1,7125;2,2184;0,6055;-1,4155
"gimm";-26,9767;-62,2565;282,9637;-71,8434
"teología";-1,1037;8,5751;-1,398;-3,7567
"satisfacción";-1,3355;1,5958;-0,5899;-0,2604
"comar";-0,8562;-1,976;8,979;-2,2803
"opresión";-0,3993;2,5662;-1,4695;-0,6889
"izquierda";-1,4571;-7,8334;1,3202;6,2446
"izquierdo";1,2819;-0,6187;0,2586;-0,4716
"occidental";-6,208;22,0745;-0,8959;-11,1886
"yesenia";7,2529;-2,1407;-0,2348;-2,4703
"entrabar|entrar";2,7311;0,5682;-1,4521;-1,5202
"calor";2,9999;-1,8782;1,0101;-1,1895
"emigrar";-0,6597;1,5246;-0,8462;-0,2729
"mujer";199,928;1,8586;-15,2201;-122,3865
"otarola";-1,8552;-4,2814;-2,2209;11,7141
"parada";3,9636;-1,6371;1,1974;-2,7289
"somo";-1,0703;-2,47;-1,2813;6,7581
"pierre";-2,9969;15,9553;-1,3605;-7,9811
"permitir";-1,5394;22,4319;2,0067;-28,6822
"estudiar";7,9334;1,729;-2,0504;-6,9308
"acoger";-1,6979;6,1864;-0,4454;-3,0123
"parral";9,0152;-1,8113;-0,9396;-2,0902
"hypolepsis";-0,8562;6,011;-1,025;-2,2803
"siempre";-6,5644;-8,0673;-30,8042;65,2651
"secar";-0,2686;1,8452;0,2549;-1,9002
"trato";0,4558;1,6059;-0,535;-1,4274
"ida";0,6463;-0,5618;0,2144;0,2317
"habitar";7,7021;0,8823;-0,2447;-12,2586
"gastar";-0,2247;0,4253;0,5569;-0,7228
"publico_es";-2,6401;-6,0927;-3,1606;16,6702
"kamikaze";-1,5698;-1,8427;-1,8792;7,0046
"jaula";-6,4221;-8,8019;-5,3662;28,8331
"info";-0,7135;-1,6467;-0,8542;4,5054
"caballería";-0,6071;4,6339;-0,406;-3,2304
"indocumentado";0,5034;-2,1407;5,2565;-2,4703
"nad";-1,4984;-3,458;-1,7938;9,4614
"recordar";9,8454;-8,249;0,5507;-0,3629
"idl_rivera";-0,9276;-2,1407;-1,1105;5,857
"william";-3,4964;-1,8964;-3,1193;10,3646
"dragados";14,7523;-2,964;-1,5376;-3,4204
"youtube";-2,5074;-6,696;0,4251;7,9046
"meléndez";-0,5214;-3,7874;-0,7105;5,3244
"inquietud";-2,2515;33,4572;-4,2965;-18,7269
"gonzález";1,9273;-22,3962;45,9613;-19,7279
"carestía";-1,0703;5,9883;-0,6518;-2,8503
"olaf";-0,7849;-1,8113;8,2307;-2,0902
"exito";-5,7799;-13,3385;-6,9192;36,4956
"ddhh";-1,0703;-2,47;-1,2813;6,7581
"latente";-0,9471;4,0055;-0,2623;-2,5566
"asistencia";-0,7352;-0,4124;6,391;-3,6974
"cartel";2,4708;-2,1837;-0,8069;0,731
"celo";-4,6907;-0,5894;-6,9077;10,9398
"playa";-0,4576;-2,6485;1,8385;0,8258
"sapo";-1,0463;2,0092;-1,327;0,2584
"escocia";-1,213;4,6339;-0,1944;-3,2304
"sueldo";2,9844;0,7;-0,8776;-2,3373
"acariciar";2,5527;-1,8113;0,2144;-0,3836
"constitutivo";-0,8562;6,011;-1,025;-2,2803
"al qaeda";-1,3557;7,8921;-0,9129;-3,6104
"austria";-0,7135;2,6392;0,2549;-1,9002
"abundar";-0,6069;4,4096;0,3283;-4,7506
"violento";5,3644;3,8906;-3,3004;-6,5355
"exhaustivo";0,7561;3,3282;-0,9803;-3,8005
"bendito";-0,8218;6,3548;-1,7938;-2,1108
"hipócrita";-1,1037;-1,276;-2,2209;5,5374
"vuelta";1,9294;-2,5477;-0,5189;0,9857
"abortar";4,0668;-0,5489;-0,4533;-1,6647
"salar";-1,4481;-6,691;-5,8073;19,4657
"espíritu";-8,7972;29,8326;-6,7613;-4,8188
"control";-1,4211;7,9185;5,2795;-17,8203
"cínico";-1,213;6,9373;-1,4521;-2,2162
"cantante";-1,213;-1,2224;7,8803;-2,2162
"sensación";-2,0092;24,1142;-5,3153;-8,2346
"comisión europea";-0,9276;-0,428;-0,2348;1,304
"africano";0,6667;0,4063;1,2929;-3,0404
"ciudadanía";-0,8978;-1,823;15,4145;-6,0733
"victorioso";-1,4271;4,0819;0,5546;-3,8005
"disponer";-1,2233;13,6102;-0,3685;-10,7262
"eldiarioes";-16,2705;-37,5484;-19,4777;102,7403
"fronterizo";0,418;-2,7909;16,7719;-11,0216
"octavio";0,3361;-0,8977;3,3791;-1,9002
"intuición";-16,2508;-20,192;-21,4428;79,9267
"militancia";-0,3347;-3,0189;3,9496;-0,3482
"fallo";-1,9434;3,7132;1,7347;-5,1894
"consenso";-1,6575;5,1792;1,804;-7,9462
"sobreviviente";8,1926;-3,4654;1,9332;-6,4608
